"","X","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q7Bid2Upper","Q7Bid2Lower","Q7TreatmentUpperResponse","Q7TreatmentLowerResponse","Q8DominatedTest","Q9Block","Q9Performance","Q9Emission","Q9Price","Q10Block","Q10Performance","Q10Emission","Q10Price","Q11Block","Q11Performance","Q11Emission","Q11Price","Q12Block","Q12Performance","Q12Emission","Q12Price","Q9Choice","Q10Choice","Q11Choice","Q12Choice","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","IncomeDummy","Q1WTP","Q2WTP","Q1WTPLower","Q2WTPLower","Q1WTPUpper","Q2WTPUpper","Q1LV","Q2LV","LVQuantilesQ1","LVQuantilesQ2"
"59",59,59,548,1,1,63,1,1,5,30,20,0,2,0,2,NA,0,NA,0,1,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,2,5,5,5,2,0,1,0,0,0,1,5,2,5,0,2,1,1750,10,10,0,0,44.6385620086752,77.5273703526481,-3699.0855252385,-583.874379131497,2550.62375068842,3925.20680874854,2.18261676295225,1.59759323639149,3,3
"60",60,60,377,1,1,47.5,15.5,3,1,5,30,1,1,0,1,NA,1,NA,0,1,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,1,5,5,5,1,1,1,0,0,0,0,4,2,5,1,6,0,2750,7,15,0,1,44.8693840022829,78.4367629133762,-2885.48380297472,-64.6993660914876,3808.38232158208,4346.74314024613,4.24322730368363,1.41704130480206,5,2
"61",61,61,302,1,0,21.5,35,1,4,70,60,0,1,0,1,NA,5,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,0,1,2,4,5,0,1,0,0,0,0,0,3,2,4,3,3,0,2250,8,30,0,1,46.7289982668754,81.5851387275486,-3491.66438003336,-69.8528631957109,3311.54975629274,4231.38084450109,1.70050327734035,1.28284262791834,3,2
"62",62,62,418,1,0,63,50,0,2,50,70,0,2,1,1,3,NA,0,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,1,0,2,3,4,5,1,1,0,0,0,0,2,3,1,5,3,2,0,5000,8,140,0,1,52.4362605833787,83.1752393099053,-3320.2984059442,-55.748564830932,5709.97563938956,4800.83141210128,2.15175788256499,3.2001213553663,3,5
"63",63,63,1393,1,0,63,50,2,3,40,20,1,1,1,2,8,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,4,4,4,1,0,1,1,0,0,1,3,2,4,3,0,0,1250,10,40,1,0,41.5567064381108,72.649249482091,-3343.1290014592,-51.7233692795756,5536.90397590609,5411.11290630785,3.08634971380771,2.70132302762614,4,4
"64",64,64,896,0,1,47.5,50,1,1,10,5,1,2,1,2,0,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,1,2,3,5,5,0,1,0,0,0,0,0,4,2,5,0,6,0,1250,10,10,1,0,40.9164814638657,73.1926135599211,-2141.28337892209,-187.146236655234,3692.54760974012,5182.82550332686,3.28800598351444,3.09976251191767,5,5
"65",65,65,218,0,0,32.5,6.5,1,2,20,50,0,2,0,2,NA,4,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,1,4,4,4,0,0,0,1,0,0,2,3,0,3,1,6,1,750,8,25,0,0,48.1024792313892,80.6895073534644,-5102.00839232282,-206.377328821305,4291.19263343469,4064.03651407815,1.72386726972296,1.38791148613247,3,2
"66",66,66,231,1,1,47.5,50,1,2,5,20,1,1,0,0,NA,0,NA,1,1,3,0.1,0.1,2.5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,2,3,5,3,1,1,1,1,1,0,0,2,0,3,1,6,0,2250,10,10,1,1,37.2605019754501,67.8775629786703,-4969.04069783149,-525.637001372881,3041.17737127967,4280.53843872283,2.38038181678381,0.768477240453235,4,1
"67",67,67,334,1,0,47.5,1,3,4,50,30,1,1,1,1,9,NA,1,NA,1,0,0.5,0.4,5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,1,3,3,3,2,1,1,1,1,0,0,4,2,3,3,6,1,5000,10,60,1,1,37.828066202278,68.6872605351997,-288.280334324996,-55.7834036420206,4103.50095697483,5057.42712050975,2.8194345349141,2.29434931986991,4,4
"68",68,68,258,1,0,47.5,15.5,3,3,70,50,0,1,0,2,NA,4,NA,1,0,1,0.5,0.9,1,0,0.1,0.1,0.5,0,0.05,0.9,2.5,3,0.05,0.1,5,0,0,0,0,2,3,3,3,1,0,0,1,0,0,0,2,1,3,3,6,0,2250,8,25,1,1,39.2901446016558,68.622194857342,-1352.34859194933,-22.8818811030728,4169.55297426198,5394.03483439591,1.30709852807428,1.00181885635689,2,2
"69",69,69,136,0,0,32.5,15.5,1,4,30,5,0,1,0,1,NA,2,NA,1,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,0,0,1,3,3,4,1,0,0,1,0,0,0,3,2,3,3,6,0,2250,10,2,1,1,37.2653334858371,67.1442609306822,-1608.01657629558,-70.8315075417342,4289.66922986498,4463.70629309004,1.34790800029256,0.887311866705368,2,2
"70",70,70,139,0,1,21.5,35,1,3,10,30,1,0,1,1,9,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,0,1,2,2,4,5,1,0,1,1,0,0,0,4,2,3,2,3,1,250,10,60,1,0,42.3952619706613,75.60113689425,-2148.91320729402,-51.6974197365271,4022.19293145109,4455.00041646093,2.46355431115662,2.16591824700385,4,3
"71",71,71,189,1,1,47.5,15.5,3,1,60,40,0,2,0,2,NA,3,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,0,0,0,0,2,3,3,3,0,0,0,1,0,0,0,1,0,3,3,6,0,4500,10,20,0,1,34.0791746029131,58.9659815666527,-3946.86426638209,-63.0486459524077,4436.23643262357,4625.95180094827,1.11040621911731,0.779835078179764,1,1
"72",72,72,335,0,1,63,15.5,2,3,70,40,0,1,0,0,NA,3,NA,1,1,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,1,4,5,5,1,1,1,1,1,0,0,3,0,3,4,6,0,5000,9,20,1,1,37.6756999605358,68.8151691689009,-1192.59153713939,-37.144170361485,3742.72178935296,4873.80020231822,1.94978804576933,1.37831396410233,3,2
"73",73,73,246,0,0,32.5,15.5,1,4,5,50,1,1,1,1,1,NA,0,NA,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,1,3,4,5,2,1,0,0,0,0,0,3,2,4,3,6,1,1250,10,100,0,0,42.256187718481,75.0346184634193,-1827.70281022892,-57.8264312353875,2789.94497649527,4441.58926286992,2.97775713423616,2.76690999452159,4,4
"74",74,74,298,0,1,47.5,6.5,3,4,5,50,1,1,1,1,1,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,0,0,1,4,4,4,2,1,1,1,1,0,0,3,2,4,2,6,1,1750,10,100,1,0,45.7830488434149,79.7342271172433,-5168.53361303254,-278.171981532939,5324.92273358938,4645.13246348955,2.98745967648825,2.77404666328212,4,4
"75",75,75,549,0,1,63,1,3,3,60,5,1,2,1,2,0,NA,1,NA,1,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,0,2,3,4,5,1,1,0,1,0,0,1,3,0,5,3,6,0,3500,10,10,1,1,38.1676525331229,67.7051495920665,-5654.10233140675,-1114.52931812213,3826.89193082541,3933.56406634342,3.29770326117412,2.94947423931761,5,5
"76",76,76,1020,1,1,47.5,35,2,4,50,20,0,1,1,2,8,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,3,4,5,1,1,1,0,0,0,1,4,2,5,3,6,0,3500,10,40,1,1,44.4493641462285,77.8105949590229,-304.762921898924,-40.1980509857959,4477.06873345986,4725.48171830975,1.77167046553908,2.95233649764284,3,5
"77",77,77,358,1,0,21.5,1,3,3,50,10,0,1,1,1,6,NA,0,NA,1,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,0,2,4,5,4,0,1,1,1,1,0,0,4,0,2,4,6,1,2250,10,20,0,1,40.56522994464,72.9788894345992,-5602.01375403247,-1089.78862516646,5045.90943592815,4643.05606704602,1.65738255912587,2.35535038965872,3,4
"78",78,78,1151,1,0,47.5,35,1,3,50,5,1,1,1,1,0,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,1,3,4,4,1,1,1,1,0,1,1,4,2,4,4,1,0,1250,9,10,1,0,42.9616227545925,76.4788215989328,-477.142280973227,-52.0385263114224,4585.98418038445,4799.13359451099,3.10725297537119,2.43397553336572,4,4
"79",79,79,162,0,1,47.5,15.5,1,2,70,40,0,0,0,0,NA,3,NA,0,0,0,0.5,0.4,5,3,0.05,0.1,2.5,3,0.05,0.9,0.5,3,0.05,0.1,5,0,0,0,0,0,3,3,3,0,0,0,1,0,0,2,2,1,3,2,6,1,2750,10,20,0,1,36.5229683886406,63.5945988721939,-5350.07574653979,-1183.22270131469,5672.85714721023,5441.96990921736,1.38442333739016,0.969007988300079,2,2
"80",80,80,296,1,1,47.5,35,3,3,10,5,1,1,1,2,0,NA,1,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,0,1,2,2,3,3,2,1,1,1,1,0,0,3,2,3,4,6,1,2250,10,10,1,1,36.9326440735456,66.8041629166056,-178.566507140583,-26.2251986280227,5303.32826535895,4909.68947994224,2.14868656616857,1.75137889739199,3,3
"81",81,81,280,0,0,32.5,50,0,1,70,50,0,2,0,2,NA,4,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,0,0,2,3,3,3,0,1,0,0,0,0,0,1,1,3,4,6,0,1250,10,25,0,0,45.1444428587729,74.4996791242428,-2284.45130607062,-1.68748789797039,3372.24970747827,4342.23467229162,1.20999609464487,0.910729180836275,2,2
"82",82,82,622,1,0,32.5,35,1,4,20,20,0,1,1,2,8,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,3,0.05,0.1,5,0,1,1,0,1,4,3,5,1,0,1,0,0,0,0,4,2,4,4,6,1,1250,7,40,1,0,43.5574111972622,75.2730312813422,-2189.19920203893,-49.8180200589246,3604.30362889237,4622.98912785449,1.72538895682814,2.58440083982214,3,4
"83",83,83,340,1,1,63,35,1,2,70,10,0,1,1,2,6,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,1,3,2,3,1,1,0,0,0,0,0,3,1,3,4,6,1,5000,5,20,1,1,37.8229066652115,70.1371084214643,-3096.02739928691,-38.5173049223827,2485.72928850078,3997.7603989372,0.996913789753754,1.78453405093888,1,3
"84",84,84,1227,1,1,32.5,15.5,2,5,50,30,1,2,1,2,9,NA,1,NA,1,3,0.1,0.1,2.5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,1,1,1,1,2,5,5,5,2,0,1,0,0,0,1,5,2,5,4,6,1,4500,10,60,1,1,48.2665830835415,80.7222300091637,-1239.86678602031,-15.9706699573034,5007.34388348602,4498.40562320191,4.65838425976841,4.36075752690589,5,5
"85",85,85,122,1,0,21.5,6.5,2,2,20,50,1,1,1,1,1,NA,1,NA,0,3,0.1,0.1,2.5,3,0.05,0.1,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,0,1,0,1,2,3,3,2,1,1,0,0,0,0,1,2,2,2,3,5,0,2250,4,100,1,1,40.9217669975212,71.7843349278498,-2810.07246878816,-119.512045071638,3042.20874936627,4340.62900968575,2.347249646387,2.1497696309955,4,3
"86",86,86,347,1,0,47.5,35,3,2,10,10,1,1,1,1,6,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,0,0,1,3,3,3,1,0,0,1,0,0,1,3,2,3,1,1,0,250,10,20,1,0,34.9052279763513,63.8695365386122,-4040.86272650021,-152.80558512223,3200.16805430799,4717.91811645293,2.39499796737234,2.0049088091208,4,3
"87",87,87,514,0,0,47.5,1,2,3,60,70,1,2,1,1,3,NA,0,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,2,4,4,4,1,1,0,1,1,0,0,4,2,5,1,1,0,750,10,140,0,0,43.7321219911742,77.7877116291945,-1754.4163864089,-18.8497843913691,3391.47161297851,4176.44638240132,3.44739183976274,3.02512101565316,5,5
"88",88,88,186,0,1,21.5,15.5,1,4,20,70,1,2,1,2,3,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,0,1,5,3,5,2,1,1,0,1,0,1,5,2,5,1,6,0,750,10,140,1,0,47.0329181697291,81.4133859659456,-1287.20117472457,-26.2630919117972,4980.06207965166,4388.21643074912,3.66019158742235,3.37856866607342,5,5
"89",89,89,487,1,1,63,50,2,2,70,60,1,0,1,0,2,NA,0,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,0,0,1,3,3,4,0,1,0,1,0,0,0,3,2,4,2,6,1,2250,10,120,0,1,44.8104635649724,76.1917343913406,-1691.57117855847,-49.2672598659328,4586.59644219366,4819.19434777398,2.77624683048696,2.35216162785793,4,4
"90",90,90,531,1,1,47.5,50,1,3,50,70,1,2,1,2,3,NA,0,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,1,0,2,4,5,4,0,1,1,1,0,0,0,4,2,4,2,6,0,5000,10,140,0,1,49.9005731489205,82.487968547716,-3347.59686446929,-157.979085616071,3847.59483980279,4873.35763171735,3.10744205866431,2.86322024125444,4,5
"91",91,91,334,0,0,47.5,1,3,5,70,5,0,2,0,2,NA,2,NA,1,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,5,4,5,2,1,1,0,1,0,1,5,2,4,3,6,0,4500,10,2,1,1,44.7569677781302,76.5631090243369,-2021.89137494108,-41.2031855273684,2679.22532896246,4137.08169536148,2.36830405859971,1.40357910002161,4,2
"92",92,92,500,0,1,47.5,35,2,3,20,20,1,1,1,1,8,NA,0,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,1,2,3,4,5,1,1,0,1,0,0,1,4,1,3,3,5,1,2250,9,40,0,1,39.1235850967528,70.0595052427117,-4537.01360607615,-502.988304118288,3246.82341075836,4389.66670999226,2.73372799335728,2.51258560062558,4,4
"93",93,93,300,0,1,63,6.5,1,3,5,10,1,2,1,2,6,NA,1,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,4,4,5,1,1,1,1,1,0,0,3,0,3,3,5,1,2750,10,20,1,1,36.6460747073103,67.2220806461825,-208.748063188236,-11.1207406674071,6198.94645116989,5015.58764377514,2.8682231859554,2.67029679772014,4,4
"94",94,94,212,1,0,47.5,1,0,2,70,5,0,1,0,1,NA,2,NA,0,0,2,0.05,0.1,5,3,0.05,0.1,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,0,0,0,0,1,3,3,3,0,1,0,0,0,0,0,2,1,3,3,6,0,2750,5,2,0,1,33.9181913711447,61.863258351811,-2697.37772102782,-44.3989656795149,4570.3239803203,5099.74802442902,1.21013017594436,0.75220584239133,2,1
"95",95,95,344,0,1,21.5,15.5,2,3,70,40,0,0,0,0,NA,3,NA,1,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,1,3,4,4,1,1,0,1,1,0,1,3,2,4,2,1,1,1750,9,20,1,0,41.0126967602877,73.4078693780128,-4974.38381498067,-667.715883327561,5986.45719914484,4973.05139868746,1.91721913029864,1.1687002151586,3,2
"96",96,96,864,0,0,32.5,50,1,2,40,5,0,1,1,1,0,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,0,0,3,4,4,1,1,1,1,1,0,0,3,1,3,3,6,1,1250,7,10,0,0,36.4129982092316,66.5404283568479,-930.824717890459,-24.4579992410503,5408.17464958286,4675.61045677657,1.61906271944093,2.10525189224097,3,3
"97",97,97,585,1,0,32.5,50,1,2,20,30,0,2,0,1,NA,1,NA,0,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,1,1,1,1,3,3,3,0,1,1,0,0,0,0,2,1,2,1,0,2,750,6,15,0,0,35.8971074201036,64.5442460824238,-700.390416624144,-36.6610093310824,4389.54235104284,4861.89353933824,0.821826802809378,0.566475550816942,1,1
"98",98,98,177,1,1,47.5,1,3,4,40,60,0,1,0,1,NA,5,NA,1,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,1,1,2,3,3,4,1,0,1,0,1,0,0,2,0,4,3,2,0,2750,6,30,1,1,36.6476833038321,67.7429849222088,-1599.35509159525,-42.1084814327074,4307.25958366627,4846.34304920057,1.39114947766489,1.23583244571883,2,2
"99",99,99,403,0,0,47.5,6.5,2,4,60,60,1,2,1,2,2,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,4,4,5,2,1,1,1,0,0,1,3,2,5,3,6,0,2250,10,120,1,1,51.406506160337,82.828814431144,-1838.15722973332,-31.1633469622254,2953.42486863263,3718.70342762721,3.73646074146034,3.44189571607892,5,5
"100",100,100,395,1,0,21.5,15.5,0,2,20,5,0,1,1,1,0,NA,1,NA,0,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,1,4,5,4,0,1,1,1,1,0,2,3,1,4,0,3,0,1750,10,10,1,0,41.0748813559958,73.9996569983751,-2880.41964489369,-71.9112314337478,3855.71601863955,4635.27119800887,1.78765711485573,3.04298331659836,3,5
"101",101,101,183,1,0,47.5,1,3,3,60,70,1,1,1,1,3,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,1,3,4,4,1,1,1,1,1,0,1,3,2,4,3,2,0,2750,10,140,1,1,37.6672399024023,69.432838084409,-4641.04793410746,-318.85793753975,4435.84274326835,4728.23845396788,3.27210895942511,2.87167643134484,5,5
"102",102,102,181,1,0,32.5,6.5,2,5,70,20,1,2,1,2,8,NA,1,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,4,4,5,2,1,1,0,0,0,1,4,2,4,4,6,1,2250,9,40,1,1,48.9641109596693,81.8733717430357,-2177.14671383332,-31.443426207918,3237.08480898535,4400.23463829209,3.55821421233097,3.15318146987706,5,5
"103",103,103,490,0,1,47.5,50,2,3,10,50,0,2,0,2,NA,4,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,1,2,2,3,4,1,1,0,0,0,0,0,3,1,4,4,6,0,5000,9,25,0,1,48.5201060171076,78.6796954099952,-2143.71206935628,-35.5858933138058,4803.03822884406,4692.92241582941,1.04389030790372,0.948786859895922,1,2
"104",104,104,282,1,1,47.5,50,1,4,5,20,0,2,0,2,NA,0,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,0,1,0,2,3,3,4,1,1,0,0,0,0,0,3,1,3,1,6,1,2250,10,10,0,1,39.4632330404177,69.6781656751116,-1200.32683211286,-70.3509618285965,3745.19124923067,4674.44459450626,1.0340841672224,0.765738331974326,1,1
"105",105,105,195,0,1,47.5,35,1,4,20,20,1,1,1,1,8,NA,0,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,0,1,1,3,3,3,2,1,0,0,0,0,1,4,2,3,4,6,1,2750,8,40,0,1,45.0720621047597,76.6203298278006,-2833.6812502926,-46.2062143132861,2653.38089652048,4482.35384606518,2.37151168590002,2.00182172287049,4,3
"106",106,106,730,1,0,47.5,15.5,0,2,70,60,0,2,1,1,2,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,1,3,3,3,1,1,1,1,1,0,0,2,2,3,3,1,1,250,7,120,0,0,39.9470090312284,69.4938805385724,-3729.2387996828,-911.533469916511,3510.98991532205,4268.18262906829,1.34734679469723,2.31225738042511,2,4
"107",107,107,992,1,0,47.5,50,2,2,70,5,1,2,1,2,0,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,0,0,0,2,5,5,5,2,0,1,1,0,0,1,1,2,4,2,6,1,1250,6,10,1,0,47.247203756896,80.5540955746465,-2495.7257436124,-127.925373536485,2971.58343610299,3962.87874523776,4.35426032430745,4.04315585767423,5,5
"108",108,108,377,1,0,21.5,50,2,3,10,40,1,0,1,1,10,NA,0,NA,1,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,1,1,3,4,4,0,1,1,0,0,0,0,3,2,4,3,4,1,750,10,80,0,0,41.8592603404905,73.6673757849362,-557.236911937038,-72.7337176166719,3939.24090886664,4636.86621383588,2.61062327700275,2.28639158734261,4,4
"109",109,109,219,0,1,47.5,6.5,3,3,20,50,1,1,0,0,NA,4,NA,1,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,0,0,0,0,3,3,3,0,1,1,1,1,0,1,3,1,3,1,6,1,1750,6,25,1,0,36.2297518720885,66.2915473719966,-5062.03226790239,-1408.65399008976,4081.06073122337,4255.07584759433,2.48440700866618,0.987402684083464,4,2
"110",110,110,292,1,0,32.5,1,3,4,60,10,1,2,1,2,6,NA,1,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,2,4,4,3,2,0,1,0,0,0,0,3,1,4,3,6,0,2250,10,20,1,1,40.0075826434805,70.3389501927696,-2277.34929182499,-119.147112875797,3234.23941105226,4521.40567720383,3.06560744767676,2.4088601130052,4,4
"111",111,111,496,0,0,47.5,15.5,3,3,70,10,0,1,1,2,6,NA,1,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,1,0,3,4,5,1,1,1,1,1,0,0,3,0,3,1,1,1,4500,5,20,1,1,34.457176787706,65.7840349518829,-2288.63245284024,-30.3874295132754,5348.45828827567,4914.96144670452,1.83009206215571,2.41965501374757,3,4
"112",112,112,471,0,1,21.5,6.5,3,5,30,20,1,2,1,2,8,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,1,1,1,1,1,0,0,5,2,4,2,6,1,2750,10,40,1,1,42.4606682171128,75.6431296442323,-1008.69430866705,-38.4172270137233,4490.61561136019,4714.99274279684,3.92600889349531,3.70602229469965,5,5
"113",113,113,453,1,0,47.5,15.5,1,3,30,10,1,1,1,2,6,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,0,0,0,1,3,3,3,1,1,0,1,0,0,0,2,2,3,1,5,0,3500,10,20,1,1,35.7433787023724,66.3351784104203,-1589.27688854976,-63.3844175276456,5362.93403030683,5157.63088339067,2.57667491969162,2.05358887160818,4,3
"114",114,114,251,0,1,47.5,50,1,2,10,20,1,1,0,1,NA,0,NA,1,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,0,1,1,3,3,3,1,1,0,1,0,0,1,2,0,3,3,4,0,750,10,10,1,0,36.8106536237835,65.7059242971234,-2316.65282171319,-59.7867819492907,3284.10370985216,4817.07367100413,2.2537678862045,0.664284300480118,3,1
"115",115,115,483,0,0,47.5,15.5,3,3,10,5,1,1,1,2,0,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,1,4,5,5,2,1,1,1,1,0,1,4,2,4,3,6,0,2250,10,10,1,1,39.7347357626091,71.4200849102017,-1429.37356942872,-65.0933124371267,4039.16627625235,4588.1048387487,3.84800257300578,3.61375365759237,5,5
"116",116,116,1160,0,0,47.5,1,3,1,5,20,1,2,1,1,8,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,0,0,0,0,0,1,0,2,1,5,1,5,1,3500,7,40,1,1,42.1248437858301,73.6870156599771,-4905.18551786503,-494.148916986312,5158.30565857542,4954.7110159116,4.04998429270663,3.85282111523087,5,5
"117",117,117,747,0,0,47.5,15.5,2,2,40,40,0,1,0,1,NA,3,NA,0,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,1,1,1,3,4,4,0,1,1,1,1,0,0,2,2,3,2,4,1,1250,7,20,0,0,36.4233820593376,63.9121753107648,-745.148692081882,-27.9686874737947,5281.11899612345,4828.78541304234,1.65662181950756,1.31440367357049,3,2
"118",118,118,739,0,0,47.5,15.5,1,2,30,10,0,1,1,2,6,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,2,3,5,3,1,1,1,1,1,0,0,2,2,3,4,6,0,750,10,20,1,0,36.8939815135001,68.5437047275093,-1761.59438936332,-16.9281488649084,4520.34027010723,4447.07107108639,1.74438185587701,2.34282232616682,3,4
